country1,country2,field,year,num_articles,complete
Canada,Australia,Natural language processing,2023,25,True
China,Australia,Natural language processing,2022,144,True
China,Australia,Natural language processing,2023,183,True
China,Australia,Natural language processing,2019,84,True
China,Australia,Natural language processing,2016,27,True
China,Australia,Natural language processing,2024,171,False
China,Australia,Natural language processing,2017,40,True
China,Australia,Natural language processing,2021,165,True
China,Australia,Natural language processing,2020,115,True
China,Australia,Natural language processing,2018,64,True
China,Australia,Natural language processing,2025,69,False
Germany,Australia,Natural language processing,2021,33,True
Germany,Australia,Natural language processing,2020,25,True
Germany,Australia,Natural language processing,2022,29,True
Singapore,Australia,Natural language processing,2023,25,True
United Kingdom,Australia,Natural language processing,2024,48,False
United Kingdom,Australia,Natural language processing,2016,26,True
United Kingdom,Australia,Natural language processing,2023,78,True
United Kingdom,Australia,Natural language processing,2015,35,True
United Kingdom,Australia,Natural language processing,2020,36,True
United Kingdom,Australia,Natural language processing,2019,31,True
United Kingdom,Australia,Natural language processing,2021,46,True
United Kingdom,Australia,Natural language processing,2018,29,True
United Kingdom,Australia,Natural language processing,2022,46,True
United States,Australia,Natural language processing,2021,91,True
United States,Australia,Natural language processing,2020,81,True
United States,Australia,Natural language processing,2016,35,True
United States,Australia,Natural language processing,2024,95,False
United States,Australia,Natural language processing,2017,45,True
United States,Australia,Natural language processing,2019,50,True
United States,Australia,Natural language processing,2023,119,True
United States,Australia,Natural language processing,2025,61,False
United States,Australia,Natural language processing,2015,43,True
United States,Australia,Natural language processing,2018,51,True
United States,Australia,Natural language processing,2022,64,True
Germany,Austria,Natural language processing,2024,44,False
Germany,Austria,Natural language processing,2020,25,True
Germany,Austria,Natural language processing,2019,25,True
Germany,Austria,Natural language processing,2022,29,True
Germany,Austria,Natural language processing,2023,41,True
Germany,Austria,Natural language processing,2021,34,True
United Kingdom,Austria,Natural language processing,2023,28,True
United States,Austria,Natural language processing,2024,27,False
United States,Austria,Natural language processing,2023,27,True
United States,Bangladesh,Natural language processing,2023,28,True
United States,Bangladesh,Natural language processing,2025,37,False
United States,Bangladesh,Natural language processing,2024,52,False
Netherlands,Belgium,Natural language processing,2021,25,True
Netherlands,Belgium,Natural language processing,2023,27,True
United Kingdom,Belgium,Natural language processing,2023,26,True
United States,Belgium,Natural language processing,2022,26,True
United States,Brazil,Natural language processing,2021,25,True
United States,Brazil,Natural language processing,2018,26,True
United States,Brazil,Natural language processing,2019,25,True
United States,Brazil,Natural language processing,2023,35,True
Australia,Canada,Natural language processing,2023,25,True
China,Canada,Natural language processing,2020,87,True
China,Canada,Natural language processing,2018,39,True
China,Canada,Natural language processing,2022,76,True
China,Canada,Natural language processing,2017,31,True
China,Canada,Natural language processing,2023,92,True
China,Canada,Natural language processing,2021,97,True
China,Canada,Natural language processing,2024,83,False
China,Canada,Natural language processing,2025,38,False
China,Canada,Natural language processing,2019,50,True
France,Canada,Natural language processing,2023,26,True
Germany,Canada,Natural language processing,2022,31,True
Germany,Canada,Natural language processing,2018,26,True
Germany,Canada,Natural language processing,2023,36,True
Germany,Canada,Natural language processing,2017,34,True
Germany,Canada,Natural language processing,2021,30,True
Germany,Canada,Natural language processing,2019,35,True
Germany,Canada,Natural language processing,2020,27,True
India,Canada,Natural language processing,2023,35,True
United Kingdom,Canada,Natural language processing,2017,28,True
United Kingdom,Canada,Natural language processing,2022,56,True
United Kingdom,Canada,Natural language processing,2021,61,True
United Kingdom,Canada,Natural language processing,2019,29,True
United Kingdom,Canada,Natural language processing,2024,47,False
United Kingdom,Canada,Natural language processing,2023,62,True
United Kingdom,Canada,Natural language processing,2020,46,True
United States,Canada,Natural language processing,2018,120,True
United States,Canada,Natural language processing,2019,132,True
United States,Canada,Natural language processing,2024,150,False
United States,Canada,Natural language processing,2016,88,True
United States,Canada,Natural language processing,2021,187,True
United States,Canada,Natural language processing,2022,171,True
United States,Canada,Natural language processing,2015,56,True
United States,Canada,Natural language processing,2023,214,True
United States,Canada,Natural language processing,2025,84,False
United States,Canada,Natural language processing,2020,160,True
United States,Canada,Natural language processing,2017,98,True
Australia,China,Natural language processing,2019,84,True
Australia,China,Natural language processing,2022,144,True
Australia,China,Natural language processing,2024,171,False
Australia,China,Natural language processing,2020,115,True
Australia,China,Natural language processing,2018,64,True
Australia,China,Natural language processing,2025,69,False
Australia,China,Natural language processing,2017,40,True
Australia,China,Natural language processing,2021,165,True
Australia,China,Natural language processing,2016,27,True
Australia,China,Natural language processing,2023,183,True
Canada,China,Natural language processing,2022,76,True
Canada,China,Natural language processing,2019,50,True
Canada,China,Natural language processing,2020,87,True
Canada,China,Natural language processing,2018,39,True
Canada,China,Natural language processing,2024,83,False
Canada,China,Natural language processing,2023,92,True
Canada,China,Natural language processing,2021,97,True
Canada,China,Natural language processing,2017,31,True
Canada,China,Natural language processing,2025,38,False
France,China,Natural language processing,2023,45,True
Germany,China,Natural language processing,2024,42,False
Germany,China,Natural language processing,2023,63,True
Germany,China,Natural language processing,2021,48,True
Germany,China,Natural language processing,2020,44,True
Germany,China,Natural language processing,2022,66,True
Germany,China,Natural language processing,2019,43,True
Germany,China,Natural language processing,2025,26,False
India,China,Natural language processing,2023,26,True
Italy,China,Natural language processing,2023,30,True
Japan,China,Natural language processing,2021,74,True
Japan,China,Natural language processing,2016,31,True
Japan,China,Natural language processing,2018,35,True
Japan,China,Natural language processing,2022,70,True
Japan,China,Natural language processing,2015,28,True
Japan,China,Natural language processing,2020,70,True
Japan,China,Natural language processing,2025,26,False
Japan,China,Natural language processing,2017,36,True
Japan,China,Natural language processing,2023,73,True
Japan,China,Natural language processing,2024,68,False
Japan,China,Natural language processing,2019,53,True
Malaysia,China,Natural language processing,2024,37,False
Malaysia,China,Natural language processing,2023,32,True
Malaysia,China,Natural language processing,2025,27,False
Netherlands,China,Natural language processing,2020,29,True
Netherlands,China,Natural language processing,2023,33,True
Netherlands,China,Natural language processing,2021,43,True
Netherlands,China,Natural language processing,2019,25,True
Pakistan,China,Natural language processing,2023,25,True
Pakistan,China,Natural language processing,2021,30,True
Saudi Arabia,China,Natural language processing,2023,44,True
Saudi Arabia,China,Natural language processing,2022,30,True
Saudi Arabia,China,Natural language processing,2024,32,False
Singapore,China,Natural language processing,2025,81,False
Singapore,China,Natural language processing,2024,161,False
Singapore,China,Natural language processing,2023,252,True
Singapore,China,Natural language processing,2021,126,True
Singapore,China,Natural language processing,2019,76,True
Singapore,China,Natural language processing,2015,39,True
Singapore,China,Natural language processing,2017,47,True
Singapore,China,Natural language processing,2018,65,True
Singapore,China,Natural language processing,2020,94,True
Singapore,China,Natural language processing,2016,61,True
Singapore,China,Natural language processing,2022,147,True
South Korea,China,Natural language processing,2023,41,True
South Korea,China,Natural language processing,2022,33,True
South Korea,China,Natural language processing,2024,33,False
Taiwan,China,Natural language processing,2020,29,True
Taiwan,China,Natural language processing,2024,48,False
Taiwan,China,Natural language processing,2022,28,True
Taiwan,China,Natural language processing,2021,29,True
United Kingdom,China,Natural language processing,2017,65,True
United Kingdom,China,Natural language processing,2024,166,False
United Kingdom,China,Natural language processing,2020,139,True
United Kingdom,China,Natural language processing,2019,88,True
United Kingdom,China,Natural language processing,2023,254,True
United Kingdom,China,Natural language processing,2016,58,True
United Kingdom,China,Natural language processing,2015,50,True
United Kingdom,China,Natural language processing,2018,70,True
United Kingdom,China,Natural language processing,2021,153,True
United Kingdom,China,Natural language processing,2025,84,False
United Kingdom,China,Natural language processing,2022,189,True
United States,China,Natural language processing,2021,602,True
United States,China,Natural language processing,2020,532,True
United States,China,Natural language processing,2019,428,True
United States,China,Natural language processing,2023,624,True
United States,China,Natural language processing,2024,468,False
United States,China,Natural language processing,2016,199,True
United States,China,Natural language processing,2018,292,True
United States,China,Natural language processing,2025,224,False
United States,China,Natural language processing,2022,500,True
United States,China,Natural language processing,2017,205,True
United States,China,Natural language processing,2015,161,True
Germany,Denmark,Natural language processing,2022,29,True
Germany,Denmark,Natural language processing,2020,29,True
Germany,Denmark,Natural language processing,2023,33,True
Netherlands,Denmark,Natural language processing,2023,25,True
United Kingdom,Denmark,Natural language processing,2020,30,True
United Kingdom,Denmark,Natural language processing,2019,33,True
United States,Denmark,Natural language processing,2021,36,True
United States,Denmark,Natural language processing,2020,41,True
United States,Denmark,Natural language processing,2023,38,True
United States,Denmark,Natural language processing,2022,28,True
United States,Denmark,Natural language processing,2019,43,True
Saudi Arabia,Egypt,Natural language processing,2022,51,True
Saudi Arabia,Egypt,Natural language processing,2024,29,False
Saudi Arabia,Egypt,Natural language processing,2023,50,True
Germany,Finland,Natural language processing,2017,25,True
Canada,France,Natural language processing,2023,26,True
China,France,Natural language processing,2023,45,True
Germany,France,Natural language processing,2019,57,True
Germany,France,Natural language processing,2017,47,True
Germany,France,Natural language processing,2022,56,True
Germany,France,Natural language processing,2020,47,True
Germany,France,Natural language processing,2024,58,False
Germany,France,Natural language processing,2025,30,False
Germany,France,Natural language processing,2015,42,True
Germany,France,Natural language processing,2018,48,True
Germany,France,Natural language processing,2023,66,True
Germany,France,Natural language processing,2021,53,True
Germany,France,Natural language processing,2016,48,True
Italy,France,Natural language processing,2022,34,True
Italy,France,Natural language processing,2020,34,True
Italy,France,Natural language processing,2024,46,False
Italy,France,Natural language processing,2023,33,True
Italy,France,Natural language processing,2015,35,True
Italy,France,Natural language processing,2016,31,True
Italy,France,Natural language processing,2021,38,True
Italy,France,Natural language processing,2018,28,True
Netherlands,France,Natural language processing,2020,25,True
Netherlands,France,Natural language processing,2021,29,True
Netherlands,France,Natural language processing,2019,27,True
Netherlands,France,Natural language processing,2022,32,True
Netherlands,France,Natural language processing,2024,26,False
Spain,France,Natural language processing,2021,25,True
Spain,France,Natural language processing,2016,29,True
Spain,France,Natural language processing,2022,28,True
Spain,France,Natural language processing,2020,29,True
Spain,France,Natural language processing,2024,28,False
Spain,France,Natural language processing,2015,25,True
Switzerland,France,Natural language processing,2022,32,True
Switzerland,France,Natural language processing,2023,27,True
United Kingdom,France,Natural language processing,2020,53,True
United Kingdom,France,Natural language processing,2025,28,False
United Kingdom,France,Natural language processing,2022,56,True
United Kingdom,France,Natural language processing,2017,40,True
United Kingdom,France,Natural language processing,2021,57,True
United Kingdom,France,Natural language processing,2015,35,True
United Kingdom,France,Natural language processing,2023,82,True
United Kingdom,France,Natural language processing,2016,42,True
United Kingdom,France,Natural language processing,2024,49,False
United Kingdom,France,Natural language processing,2019,54,True
United Kingdom,France,Natural language processing,2018,57,True
United States,France,Natural language processing,2022,65,True
United States,France,Natural language processing,2021,89,True
United States,France,Natural language processing,2020,81,True
United States,France,Natural language processing,2016,58,True
United States,France,Natural language processing,2015,44,True
United States,France,Natural language processing,2017,63,True
United States,France,Natural language processing,2019,69,True
United States,France,Natural language processing,2024,66,False
United States,France,Natural language processing,2018,69,True
United States,France,Natural language processing,2025,36,False
United States,France,Natural language processing,2023,98,True
Australia,Germany,Natural language processing,2021,33,True
Australia,Germany,Natural language processing,2020,25,True
Australia,Germany,Natural language processing,2022,29,True
Austria,Germany,Natural language processing,2023,41,True
Austria,Germany,Natural language processing,2024,44,False
Austria,Germany,Natural language processing,2022,29,True
Austria,Germany,Natural language processing,2020,25,True
Austria,Germany,Natural language processing,2021,34,True
Austria,Germany,Natural language processing,2019,25,True
Canada,Germany,Natural language processing,2022,31,True
Canada,Germany,Natural language processing,2023,36,True
Canada,Germany,Natural language processing,2019,35,True
Canada,Germany,Natural language processing,2020,27,True
Canada,Germany,Natural language processing,2021,30,True
Canada,Germany,Natural language processing,2018,26,True
Canada,Germany,Natural language processing,2017,34,True
China,Germany,Natural language processing,2021,48,True
China,Germany,Natural language processing,2022,66,True
China,Germany,Natural language processing,2024,42,False
China,Germany,Natural language processing,2025,26,False
China,Germany,Natural language processing,2023,63,True
China,Germany,Natural language processing,2019,43,True
China,Germany,Natural language processing,2020,44,True
Denmark,Germany,Natural language processing,2023,33,True
Denmark,Germany,Natural language processing,2022,29,True
Denmark,Germany,Natural language processing,2020,29,True
Finland,Germany,Natural language processing,2017,25,True
France,Germany,Natural language processing,2018,48,True
France,Germany,Natural language processing,2020,47,True
France,Germany,Natural language processing,2025,30,False
France,Germany,Natural language processing,2015,42,True
France,Germany,Natural language processing,2016,48,True
France,Germany,Natural language processing,2022,56,True
France,Germany,Natural language processing,2017,47,True
France,Germany,Natural language processing,2023,66,True
France,Germany,Natural language processing,2024,58,False
France,Germany,Natural language processing,2019,57,True
France,Germany,Natural language processing,2021,53,True
India,Germany,Natural language processing,2021,41,True
India,Germany,Natural language processing,2022,31,True
India,Germany,Natural language processing,2020,27,True
Israel,Germany,Natural language processing,2023,25,True
Italy,Germany,Natural language processing,2022,36,True
Italy,Germany,Natural language processing,2018,29,True
Italy,Germany,Natural language processing,2017,26,True
Italy,Germany,Natural language processing,2020,38,True
Italy,Germany,Natural language processing,2024,53,False
Italy,Germany,Natural language processing,2021,41,True
Italy,Germany,Natural language processing,2019,28,True
Italy,Germany,Natural language processing,2023,52,True
Japan,Germany,Natural language processing,2024,25,False
Japan,Germany,Natural language processing,2023,27,True
Japan,Germany,Natural language processing,2019,27,True
Netherlands,Germany,Natural language processing,2020,78,True
Netherlands,Germany,Natural language processing,2021,85,True
Netherlands,Germany,Natural language processing,2015,47,True
Netherlands,Germany,Natural language processing,2017,51,True
Netherlands,Germany,Natural language processing,2025,25,False
Netherlands,Germany,Natural language processing,2016,56,True
Netherlands,Germany,Natural language processing,2022,76,True
Netherlands,Germany,Natural language processing,2023,87,True
Netherlands,Germany,Natural language processing,2024,62,False
Netherlands,Germany,Natural language processing,2019,63,True
Netherlands,Germany,Natural language processing,2018,70,True
Russia,Germany,Natural language processing,2019,26,True
Russia,Germany,Natural language processing,2021,33,True
Spain,Germany,Natural language processing,2023,38,True
Spain,Germany,Natural language processing,2024,42,False
Spain,Germany,Natural language processing,2021,44,True
Spain,Germany,Natural language processing,2019,30,True
Spain,Germany,Natural language processing,2020,47,True
Spain,Germany,Natural language processing,2022,37,True
Sweden,Germany,Natural language processing,2023,33,True
Switzerland,Germany,Natural language processing,2024,53,False
Switzerland,Germany,Natural language processing,2018,31,True
Switzerland,Germany,Natural language processing,2019,31,True
Switzerland,Germany,Natural language processing,2025,47,False
Switzerland,Germany,Natural language processing,2021,66,True
Switzerland,Germany,Natural language processing,2020,47,True
Switzerland,Germany,Natural language processing,2022,50,True
Switzerland,Germany,Natural language processing,2023,77,True
Switzerland,Germany,Natural language processing,2016,27,True
United Kingdom,Germany,Natural language processing,2017,93,True
United Kingdom,Germany,Natural language processing,2021,128,True
United Kingdom,Germany,Natural language processing,2022,116,True
United Kingdom,Germany,Natural language processing,2023,134,True
United Kingdom,Germany,Natural language processing,2018,95,True
United Kingdom,Germany,Natural language processing,2020,134,True
United Kingdom,Germany,Natural language processing,2025,50,False
United Kingdom,Germany,Natural language processing,2024,104,False
United Kingdom,Germany,Natural language processing,2019,126,True
United Kingdom,Germany,Natural language processing,2015,63,True
United Kingdom,Germany,Natural language processing,2016,78,True
United States,Germany,Natural language processing,2018,143,True
United States,Germany,Natural language processing,2021,203,True
United States,Germany,Natural language processing,2022,175,True
United States,Germany,Natural language processing,2017,137,True
United States,Germany,Natural language processing,2019,150,True
United States,Germany,Natural language processing,2025,77,False
United States,Germany,Natural language processing,2015,79,True
United States,Germany,Natural language processing,2024,151,False
United States,Germany,Natural language processing,2016,103,True
United States,Germany,Natural language processing,2023,226,True
United States,Germany,Natural language processing,2020,186,True
Canada,India,Natural language processing,2023,35,True
China,India,Natural language processing,2023,26,True
Germany,India,Natural language processing,2020,27,True
Germany,India,Natural language processing,2022,31,True
Germany,India,Natural language processing,2021,41,True
Iraq,India,Natural language processing,2025,34,False
Iraq,India,Natural language processing,2024,44,False
Iraq,India,Natural language processing,2023,27,True
Malaysia,India,Natural language processing,2024,32,False
Malaysia,India,Natural language processing,2023,25,True
Saudi Arabia,India,Natural language processing,2022,53,True
Saudi Arabia,India,Natural language processing,2023,41,True
Saudi Arabia,India,Natural language processing,2024,53,False
Saudi Arabia,India,Natural language processing,2025,28,False
South Korea,India,Natural language processing,2023,27,True
United Arab Emirates,India,Natural language processing,2023,29,True
United Kingdom,India,Natural language processing,2022,42,True
United Kingdom,India,Natural language processing,2024,50,False
United Kingdom,India,Natural language processing,2023,69,True
United Kingdom,India,Natural language processing,2025,25,False
United Kingdom,India,Natural language processing,2021,46,True
United Kingdom,India,Natural language processing,2020,27,True
United States,India,Natural language processing,2023,204,True
United States,India,Natural language processing,2017,60,True
United States,India,Natural language processing,2025,98,False
United States,India,Natural language processing,2022,153,True
United States,India,Natural language processing,2024,177,False
United States,India,Natural language processing,2021,198,True
United States,India,Natural language processing,2020,136,True
United States,India,Natural language processing,2019,102,True
United States,India,Natural language processing,2016,60,True
United States,India,Natural language processing,2018,82,True
Malaysia,Indonesia,Natural language processing,2023,26,True
Malaysia,Indonesia,Natural language processing,2024,27,False
India,Iraq,Natural language processing,2024,44,False
India,Iraq,Natural language processing,2025,34,False
India,Iraq,Natural language processing,2023,27,True
United Kingdom,Ireland,Natural language processing,2023,29,True
United Kingdom,Ireland,Natural language processing,2021,26,True
United Kingdom,Ireland,Natural language processing,2022,30,True
United States,Ireland,Natural language processing,2023,35,True
Germany,Israel,Natural language processing,2023,25,True
United Kingdom,Israel,Natural language processing,2023,29,True
United Kingdom,Israel,Natural language processing,2021,26,True
United Kingdom,Israel,Natural language processing,2020,38,True
United States,Israel,Natural language processing,2022,67,True
United States,Israel,Natural language processing,2021,126,True
United States,Israel,Natural language processing,2020,118,True
United States,Israel,Natural language processing,2019,100,True
United States,Israel,Natural language processing,2024,73,False
United States,Israel,Natural language processing,2017,51,True
United States,Israel,Natural language processing,2015,27,True
United States,Israel,Natural language processing,2018,51,True
United States,Israel,Natural language processing,2016,60,True
United States,Israel,Natural language processing,2023,79,True
China,Italy,Natural language processing,2023,30,True
France,Italy,Natural language processing,2018,28,True
France,Italy,Natural language processing,2022,34,True
France,Italy,Natural language processing,2015,35,True
France,Italy,Natural language processing,2023,33,True
France,Italy,Natural language processing,2024,46,False
France,Italy,Natural language processing,2016,31,True
France,Italy,Natural language processing,2021,38,True
France,Italy,Natural language processing,2020,34,True
Germany,Italy,Natural language processing,2023,52,True
Germany,Italy,Natural language processing,2024,53,False
Germany,Italy,Natural language processing,2020,38,True
Germany,Italy,Natural language processing,2018,29,True
Germany,Italy,Natural language processing,2019,28,True
Germany,Italy,Natural language processing,2021,41,True
Germany,Italy,Natural language processing,2017,26,True
Germany,Italy,Natural language processing,2022,36,True
Netherlands,Italy,Natural language processing,2023,33,True
Netherlands,Italy,Natural language processing,2021,39,True
Netherlands,Italy,Natural language processing,2020,46,True
Spain,Italy,Natural language processing,2016,26,True
Spain,Italy,Natural language processing,2018,30,True
Spain,Italy,Natural language processing,2021,25,True
Spain,Italy,Natural language processing,2023,27,True
Spain,Italy,Natural language processing,2024,25,False
Spain,Italy,Natural language processing,2022,30,True
Switzerland,Italy,Natural language processing,2023,26,True
United Kingdom,Italy,Natural language processing,2020,44,True
United Kingdom,Italy,Natural language processing,2021,58,True
United Kingdom,Italy,Natural language processing,2024,61,False
United Kingdom,Italy,Natural language processing,2016,39,True
United Kingdom,Italy,Natural language processing,2023,60,True
United Kingdom,Italy,Natural language processing,2018,36,True
United Kingdom,Italy,Natural language processing,2025,39,False
United Kingdom,Italy,Natural language processing,2019,35,True
United Kingdom,Italy,Natural language processing,2022,38,True
United States,Italy,Natural language processing,2019,45,True
United States,Italy,Natural language processing,2017,27,True
United States,Italy,Natural language processing,2021,61,True
United States,Italy,Natural language processing,2022,57,True
United States,Italy,Natural language processing,2018,38,True
United States,Italy,Natural language processing,2020,56,True
United States,Italy,Natural language processing,2025,35,False
United States,Italy,Natural language processing,2024,63,False
United States,Italy,Natural language processing,2023,68,True
China,Japan,Natural language processing,2025,26,False
China,Japan,Natural language processing,2021,74,True
China,Japan,Natural language processing,2022,70,True
China,Japan,Natural language processing,2024,68,False
China,Japan,Natural language processing,2015,28,True
China,Japan,Natural language processing,2016,31,True
China,Japan,Natural language processing,2018,35,True
China,Japan,Natural language processing,2023,73,True
China,Japan,Natural language processing,2017,36,True
China,Japan,Natural language processing,2019,53,True
China,Japan,Natural language processing,2020,70,True
Germany,Japan,Natural language processing,2019,27,True
Germany,Japan,Natural language processing,2024,25,False
Germany,Japan,Natural language processing,2023,27,True
United Kingdom,Japan,Natural language processing,2018,27,True
United Kingdom,Japan,Natural language processing,2022,25,True
